houseid,description,price,bedrooms,bathrooms,floor_area,land_area,latitude,longitude,city,province
702,"For Sale Townhouse 3-BR provision, Pag-Ibig Housing Loan, Lipa City",1280000.0,3.0,1.0,45.0,36.0,13.9107927,121.2158275,Santo Toribio,Lipa
703,"Duplex 3 bedrooms  For Sale in St. Monique Valais Binangonan, Rizal",3000000.0,3.0,3.0,132.0,66.0,14.3481172,121.21572,Gulod,Binangonan
704,RFO Sleek 4-Bedroom Single Attached House w/ Only 10% DP–Modern Living Made Easy,13500000.0,4.0,3.0,187.0,170.0,14.5898029,121.1819903,San Isidro,Antipolo
705,"House and Lot For Sale in Ayala Alabang Village, Muntinlupa City",163000000.0,4.0,4.0,304.0,741.0,14.4226096,121.0269407,Ayala Alabang,Muntinlupa
706,READY FOR OCCUPANCY 2- bedroom townhouse for sale in Consolacion Cebu,4638990.0,2.0,2.0,78.0,50.0,10.37035117,123.9642763,Nangka,Consolacion
707,Brand new Corner House. Clark Manor Dau Mabalacat Pamp. near Clark,11800000.0,3.0,3.0,190.0,137.0,15.1779337,120.6013701,Duquit,Mabalacat
708,"More Freebies,Preselling House for Sale in Madonna Residences, Sn Fdo. Pampanga",7350000.0,4.0,43.0,135.0,164.0,15.0785115,120.6415215,Sindalan,San Fernando
709,House for Sale in Clark Manor Pampanga near Clark,12500000.0,4.0,4.0,203.0,120.0,15.1779337,120.6013701,Duquit,Mabalacat
710,"Newly Built 4 Bedroom House for Sale in Lapu-Lapu City, Cebu",15000000.0,4.0,2.0,126.0,147.0,10.26980289,123.9690261,Subabasbas,Lapu-Lapu
711,"For Sale: RFO 2 Bedroom House and Lot In Pleasantfields, Tanza, Cavite",2989049.0,2.0,1.0,50.0,50.0,14.3748175,120.8733793,Santol,Tanza
712,"5 Bedroom Brand New House with Pool for Sale in Talisay City, Cebu",48000000.0,5.0,7.0,769.0,407.0,10.2789235,123.8433228,Cadulawan,Talisay
713,"House and Lot For Sale w/ Balcony & Carport in Mabalacat, Pampanga",2164500.0,2.0,1.0,50.0,65.0,15.1987752,120.6026101,Sapang Biabas,Mabalacat
714,6 Bedroom Ultra Modern House and Lot in Ayala Alabang Village,540000000.0,6.0,6.0,987.0,1442.0,14.4226096,121.0269407,Ayala Alabang,Muntinlupa
715,"House and Lot For Sale Along National Highway in Junob, Dumaguete City",65000000.0,8.0,5.0,1000.0,3289.0,9.2958489,123.2833574,Junob,Dumaguete
716,"Brand New House For Sale in Ayala Alabang Village, Muntinlupa City",470000000.0,7.0,7.0,1500.0,900.0,14.4226096,121.0269407,Ayala Alabang,Muntinlupa
717,"4 Bedroom House and Lot For Sale in Ayala Alabang Village, Muntinlupa City",110000000.0,4.0,5.0,400.0,300.0,14.4226096,121.0269407,Ayala Alabang,Muntinlupa
718,"5 Bedroom House and Lot For Sale in Ayala Alabang Village, Muntinlupa City",188000000.0,5.0,5.0,800.0,688.0,14.4226096,121.0269407,Ayala Alabang,Muntinlupa
719,"Pre-Selling 5BR Townhouse for sale in New Manila, Quezon City",60000000.0,5.0,5.0,384.0,122.0,14.62224361,121.0416754,Rosal Street Corner Betty Go New Manila,Quezon City
720,"4-Bedroom Luxurious House and Lot with Balcony For Sale in Imus, Cavite",11300000.0,4.0,3.0,203.0,150.0,14.3893122,120.938141,Anabu I-D,Imus
721,"2-Storey Single Detached, 4 Bedroom House Dasmariñas",9270000.0,4.0,3.0,121.0,120.0,14.34376215,120.9452533,Salitran Iii,Dasmarinas
722,"4 Bedroom 2 Bath, Fully Furnished House and Lot For Sale in Diamond Heights",7600000.0,4.0,4.0,100.0,100.0,7.1413022,125.6226189,Communal,Davao
723,"RFO Townhouse for sale in San Juan, 5 Bedrooms, 3 Car Garage",35120000.0,5.0,5.0,264.0,92.6,14.6087274,121.0332511,Pasadena,San Juan
724,"RFO Townhouse for sale in San Juan, 4 Bedrooms, 3 Car Garage",35710000.0,4.0,4.0,257.0,82.0,14.6087274,121.0332511,Pasadena,San Juan
725,"5 Bedroom Single Detached House and lot in Daang Reyna, Alabang (SAMANTHA)",16884800.0,5.0,4.0,195.0,240.0,14.4185637,121.0447216,Alabang,Muntinlupa
726,"Brand New Townhouse in Better Living, Parañaque City For Sale",,4.0,4.0,150.0,87.0,14.4843304,121.0314209,Don Bosco,Paranaque
727,Spacious Single Attached House and Lot near Bocaue Exit,5400000.0,3.0,2.0,75.3,80.0,14.8482305,120.969695,Caysio Road,Santa Maria
728,"RFO Townhouse for sale in San Juan, 3 Bedrooms, 2 Car Garage",24590000.0,3.0,2.0,183.0,54.7,14.6087274,121.0332511,Pasadena,San Juan
729,"4 Bedrooms House and Lot in 186 Averilla, San Juan City, Metro Manila",42000000.0,4.0,5.0,280.0,100.0,14.597523,121.0338296,186 Averilla St.,San Juan City Little Baguio
730,"4BR 3-Storey Duplex House for Sale at Palmera Homes 1 in Novaliches, Quezon City",10280000.0,4.0,4.0,220.0,92.0,14.71490464,121.0474593,Brgy. Sta. Monica Novaliches,Quezon City
731,"Duplex House For Sale near Clark, Hamana Homes, Magalang, Pampanga",3185421.0,3.0,2.0,54.0,90.0,15.2447956,120.6371342,Santo Rosario,Magalang
732,"3 Bedroom House and Lot For Sale in Southdale Nuvali, Laguna, Preselling",10762500.0,3.0,2.0,85.0,138.0,14.23748177,121.0578339,Nuvali Blvd,4026 Santa Rosa
733,"For Sale Contemporary House in Dau, Mabalacat near Bus Terminal & Airport",8300000.0,3.0,3.0,144.0,100.0,15.1760734,120.5887353,Dau,Mabalacat
734,RFO 2 Storey Townhouse for sale in East Fairview near Commonwealth Quezon City,6200000.0,3.0,3.0,100.0,30.0,14.70567475,121.0748022,East Fairview Near Commonwealth Quezon City Fairview,Quezon City
735,"For Sale 4-Bedroom House in Bali Mansions South Forbes, Silang, Cavite",35000000.0,4.0,5.0,368.0,277.0,14.2510549,121.0527366,Inchican,Silang
736,"Pre-selling 3-Bedroom House for Sale in Filinvest II, Quezon City",14000000.0,3.0,3.0,170.0,121.0,14.6862585,121.099335,Batasan Hills,Quezon City
737,Cottonwood Heights Antipolo House & Lot For Sale in Rizal,16000000.0,2.0,2.0,100.0,200.0,14.6043281,121.1981422,San Luis,Antipolo
738,"3-Bedroom Townhouse with Roof Deck for Sale at Project 8, Quezon City",12800000.0,3.0,3.0,165.0,52.0,14.67203777,121.0179077,Lot 2-A Benefits Corner Dividend Street Project 8,Quezon City
739,For Sale Ready For Occupancy Affordable Townhouse in Quezon City,5116623.0,3.0,2.0,68.0,50.0,14.6984863,121.0327857,Bagbag,Quezon City
740,"L-TH-1-196 - Acquired Property for Sale in, Lot 41, Block 8, Modena Street, Camella Bulakan Subdivision, Phase 1, Brgy. Matungao, Bulacan, Bulacan",2182300.0,,,26.5,107.0,14.8030969,120.8804129,Matungao,Bulacan
741,"3 Bedrooms, 2 Toilet and Bath House and Lot for Sale in Pulilan, Bulacan",15000000.0,3.0,2.0,250.0,484.0,14.902206,120.8487909,Poblacion,Pulilan
742,"For Sale: Brand New 5 Bedroom Modern House in Ayala Alabang Village, Muntinlupa",420000000.0,5.0,6.0,1172.0,762.0,14.4226096,121.0269407,Ayala Alabang,Muntinlupa
743,Refreshing New Townhouse near Banawe Area,33000000.0,4.0,5.0,309.0,93.0,14.625804,121.0020456,Lourdes,Quezon City
744,OLD HOUSE & LOT POBLACION MAKATI FOR SALE near Makati Ave,78000000.0,3.0,3.0,250.0,150.0,14.566261,121.0313853,Poblacion,Makati
745,"5 Bedroom House and Lot For Sale in Las Pinas Rotale Estate, Las Pinas",19500000.0,5.0,4.0,386.0,251.0,14.4809012,120.9817861,Las Pinas,
746,"Brand New 4 Bedroom Townhouse For Sale in Sanville Subd., Quezon City",24430000.0,4.0,4.0,350.0,110.0,14.6679617,121.0565912,Culiat,Quezon City
747,"Siargao Beach Front Villas For Sale in General Luna, Surigao del Norte",250000000.0,4.0,3.0,200.0,3000.0,14.1333372,120.9041969,Poblacion V,General Luna
748,Townhouse for sale in EDSA Muñoz Congressional Avenue Quezon City SNR Project 8,11300000.0,3.0,3.0,120.0,60.0,14.6679427,121.0340442,Congressional Avenue,Quezon City
749,"4-Bedroom House in Tuscania Garden Residences, Guadalupe, Cebu City for Sale",15000000.0,4.0,3.0,150.0,120.0,9.7340326,123.3656366,Guadalupe,Cebu
750,McKinley Hill Village 4BR House & Lot For Sale in Taguig near BGC,115000000.0,4.0,4.0,324.0,190.0,14.5330489,121.0524293,Mckinley Hill,Taguig
751,For Sale: Brand New Modern Luxury 5 BR Home with Pool in Ayala Alabang,250000000.0,5.0,5.0,700.0,747.0,14.4226096,121.0269407,Ayala Alabang,Muntinlupa
752,"4 Bedroom House and Lot for Sale at Madonna Residences, San Fernando, Pampanga",7650000.0,4.0,3.0,135.0,164.0,15.0771316,120.6482244,Barangay Sindalan,San Fernando
753,"House and Lot for sale at Ayala Alabang Village, Muntinlupa City",188000000.0,4.0,4.0,800.0,688.0,14.4226096,121.0269407,Ayala Alabang,Muntinlupa
754,"Billion Peso Mansion Estate for sale at Tivoli Royale, Quezon City",1200000000.0,5.0,7.0,1024.0,8000.0,14.6862585,121.099335,Batasan Hills,Quezon City
755,"House and Lot For Sale in Victoria Place Executive Village, Pasig City",24000000.0,5.0,3.0,450.0,250.0,14.5605166,121.0764343,Pasig,
756,"Complete Turnover Townhouse for sale in Tanza, Cavite",,3.0,2.0,60.0,52.0,14.3750722,120.854151,Sanja Mayor,Tanza
757,"Bare type Townhouse for sale in San Fernando, Pampanga",1873945.0,2.0,1.0,47.0,40.0,15.0487446,120.6882894,Del Carmen,San Fernando
758,Ayala Alabang Brand New House for Sale,180000000.0,3.0,3.0,650.0,650.0,14.4226096,121.0269407,Ayala Alabang,Muntinlupa
759,"4 Bedroom House and Lot for Sale in Almanza Dos, Las Piñas City",7000000.0,4.0,2.0,150.0,163.0,14.4234362,121.0223422,Almanza Dos,Las Pinas
760,House and Lot in Lipa,2913000.0,3.0,2.0,60.5,50.0,13.92511481,121.1522532,F. Rodelas Rd. Barangay Bolbok Lipa City Bolbok,Lipa
761,"For Sale Brand New Colonial-Style House in Verdana Homes Mamplasan, Laguna",,3.0,3.0,250.0,202.0,14.2989841,121.0597082,Langkiwa,Binan
762,Brand New Modern 3-Storey House & Lot for Sale in Parañaque City,12000000.0,5.0,5.0,210.0,75.0,14.4888415,121.0325173,Sun Valley,Paranaque
763,Ayala Alabang Muntinlupa House and lot for sale with pool,180000000.0,4.0,5.0,600.0,720.0,14.4226096,121.0269407,Ayala Alabang,Muntinlupa
764,"5BR Brand New House and Lot for Sale in Mckinley Hill Village, Taguig City",198000000.0,5.0,6.5,642.0,288.0,14.53466167,121.0519657,Mckinley Hill Dr,1634 Taguig City
765,"For Sale: 3-Storey House and Lot in Antipolo, Rizal [Near Robinsons Antipolo]",19500000.0,5.0,5.0,,542.0,14.6043281,121.1981422,San Luis,Antipolo
766,"Aldea Grove Estates 3 Bedroom House and Lot for Sale in Angeles, Pampanga",10810000.0,3.0,2.0,95.0,129.0,15.140846,120.6093074,Aldea Grove Estate Angeles Pampanga Mining,Angeles
767,"Townhouse for Sale near SM at Evergreen Executive Village, Caloocan",3700000.0,3.0,1.0,57.0,56.3,14.75525692,121.0205241,Bagumbong,Caloocan City North
768,"Single Detached House for Sale near Dona Carmen MRT Station, Quezon City",18000000.0,5.0,3.0,300.0,400.0,14.7055228,121.0742821,Fairview,Quezon City
769,"McKinley Hill Village: House For Sale, Lot 189m2, Floor 450m2, 4BR, Taguig City",135000000.0,4.0,5.0,450.0,189.0,14.5330489,121.0524293,Mckinley Hill,Taguig
770,"4 Bedroom House for Sale in BF Resort Village, Las Piñas City",8500000.0,4.0,2.0,160.0,102.0,14.4330886,120.9847045,Talon Dos,Las Pinas
771,Fully Furnished House and Lot For Sale in Filinvest 2 Commonwealth Quezon City,22500000.0,4.0,4.0,246.0,194.0,14.65742648,121.0687586,Filinvest 2 Batasan Commonwealth Quezon City Townhouse Katipunan,Teachers Village
772,3 Garage 4BR Townhouse For Sale in Tandang Sora Quezon City Nr Mindanao Avenue,9750000.0,4.0,4.0,148.7,58.5,14.6818637,121.0322006,Tandang Sora,Quezon City
773,"For Sale Senior-Friendly Bungalow House in BF Homes, Parañaque City",24950000.0,5.0,4.0,250.0,280.0,14.4462789,121.0274109,B.F. Homes,Paranaque
774,"For Sale: 4 Bedroom House in Valle Verde 5, Pasig City, Metro Manila",162000000.0,4.0,4.0,400.0,479.0,14.5841307,121.0732458,Ugong,Pasig
775,"For Sale Luxurious Mansion in Ayala Alabang Village, Muntinlupa City",,7.0,7.0,1500.0,900.0,14.4226096,121.0269407,Ayala Alabang,Muntinlupa
776,2-Storey Townhouse with 3 Bedrooms for Sale in Quezon City (RFO),5710000.0,3.0,4.0,117.0,43.3,14.7209396,121.038922,Novaliches,Quezon City
777,"4 Bedroom Modern Contemporary House for Sale in Pristina North, Talamban, Cebu",35000000.0,4.0,4.0,300.0,336.0,10.3693575,123.9169315,Talamban,Cebu
778,"Brand New BF Homes Modern House for sale in B.F. Homes, Parañaque",34000000.0,4.0,5.0,380.0,286.0,14.4462789,121.0274109,B.F. Homes,Paranaque
779,3 Storey Townhouse For Sale in Project 8 nr EDSA Munoz Congressional Quezon City,9700000.0,3.0,3.0,200.0,80.0,14.6641862,121.0201724,Project 8,Quezon City
780,Full sea view House and lot for sale at Playa Calatagan - beautiful sea view,29000000.0,5.0,4.0,200.0,591.0,13.79490732,120.6445256,Playa Calatagan House And Lot For Sale Santa Ana,Calatagan
781,"House and Lot For Sale at Santa Rosa Estates 2 in Sta. Rosa, Laguna",,4.0,4.0,250.0,225.0,14.2459557,121.0461524,Santo Domingo,Santa Rosa
782,Brand New Modern Two Storey House in Angeles City,11500000.0,4.0,3.0,190.0,120.0,15.1560029,120.5708031,Amsic,Angeles
783,"For Sale 4 Bedrooms 2 Garage Single Detached House in Better Living, Parañaque",18500000.0,4.0,4.0,350.0,210.0,14.4843304,121.0314209,Don Bosco,Paranaque
784,"For Sale Single Attached House and Lot with P200K Promo Discount, San Pablo",3200000.0,3.0,2.0,54.0,88.0,14.0462788,121.3424202,San Ignacio,San Pablo
785,"Affordable 4 Bedrooms House and Lot for Sale in Angeles City, Pampanga",7224820.0,4.0,3.0,189.0,182.0,15.1638095,120.6175416,Sapalibutad,Angeles
786,"3BR Townhouse For Sale in Ortigas Avenue Extension, Pasig City",6450000.0,3.0,2.0,70.0,60.0,14.58236722,121.1003833,Birmingham Metropolis 3 Countryside Pasig City Santa Lucia,Pasig
787,"Modern 5 Bedroom Townhouse for Sale in New Manila, Quezon City",87000000.0,5.0,5.0,620.0,112.0,14.6134141,121.0291416,New Manila,Quezon City
788,For Sale 3BR House in BluHomes Katmon: Eco-Friendly Homes in San Jose del Monte,5763000.0,3.0,2.0,70.5,72.0,14.73524759,121.0686981,Rosanna Heights,Barangay San Manuel
789,"4-BR Single-Attached House and Lot in San Miguel, Pasig City",8500000.0,4.0,,120.0,91.0,14.5658684,121.0855568,San Miguel,Pasig
790,3BR Townhouse for sale in Pasong Tamo Tandang Sora Quezon City nr Congressional,7300000.0,3.0,3.0,91.6,47.9,14.65608363,121.0720322,Tandang Sora Quezon City House And Lot Nr Congressional Mindanao Avenue Visayas Avenue Commonwealth Teachers Village,Up Diliman
791,"Fully Furnished House and Lot in Pulu Amsic, Angeles City For Sale",18500000.0,4.0,3.0,217.0,246.0,15.1560029,120.5708031,Amsic,Angeles
792,"San Lorenzo Village 2 Storey House 5 Bedroom for Sale, Makati City",200000000.0,5.0,5.0,,470.0,14.5508772,121.020783,San Lorenzo,Makati
793,Fully Furnished 5 Bedrooms House for Sale in Tagaytay City with 2 Car Garage,25000000.0,5.0,4.0,,226.0,14.0835001,120.8542787,Buck Estate,Alfonso
794,House and Lot For Sale with Pool at Dasmariñas Village  Makati City,750000000.0,5.0,5.0,600.0,1012.0,14.5401434,121.0269757,Dasmarinas,Makati
795,RUSH SALE 4 BEDROOM BRAND NEW MODERN MINIMALIST HOUSE IN MAA,13600000.0,4.0,3.0,148.0,150.0,7.0807144,125.5827159,Ma-A,Davao
796,"For Sale 4 Storey Townhouse at Sampaloc, Manila City",11900000.0,3.0,4.0,180.0,52.5,14.6130359,120.9816425,Philippines,Manila
797,Rush Sale!! 5 Bedroom Brand New & Fully Furnished House near Davao Airport,14000000.0,5.0,4.0,300.0,162.0,7.1469686,125.5940509,Buhangin,Davao
798,"Walking distance Property near SLU Annex, Baguio City for Sale!",6800000.0,1.0,1.0,35.0,168.0,16.4275072,120.5850982,Pinget,Baguio
799,"Nuvali Treveia House and Lot with 4BR for Sale in Canlubang, Calamba, Laguna",30000000.0,4.0,4.0,302.0,250.0,14.20691092,121.0661249,Treveia,Nuvali
800,House and Lot for sale in Mandaluyong City,33000000.0,4.0,4.0,275.0,201.0,14.5774392,121.0338973,Mandaluyong,
801,"For Sale 5 Bedrooms Modern Zen House in Ayala Westgrove Heights, Silang Cavite",,5.0,5.0,600.0,576.0,14.2158649,121.0316311,Puting Kahoy,Silang
802,"3 Bedrooms House with Garage For Sale in Liliesville, Caloocan City",5600000.0,3.0,3.0,97.0,50.0,14.7560394,121.0492887,Camarin,Caloocan
803,MODERN SCANDINAVIAN HOUSE IN ANGELES CITY,15500000.0,4.0,3.0,220.0,165.0,15.1560029,120.5708031,Amsic,Angeles
804,"BF Northwest, Parañaque: House and Lot for Sale, with Pool, 5BR, 4 parking, New",90000000.0,5.0,6.0,860.0,586.0,14.4462789,121.0274109,B.F. Homes,Paranaque
805,Brand New Two - Storey House in Angeles City,9500000.0,4.0,3.0,190.0,120.0,15.1389351,120.5875321,Angeles,
806,Treveia Nuvali House And Lot For Sale,30000000.0,4.0,4.0,302.0,250.0,14.2160319,121.1080378,Canlubang,Calamba
807,"6-BR Brand New Modern Contemporary House in Mirala Nuvali, Calamba",45000000.0,6.0,5.0,442.0,448.0,14.2160319,121.1080378,Canlubang,Calamba
808,"4 Bedroom House with Panoramic View in Kishanta, Talisay City, Cebu",28000000.0,4.0,4.0,330.0,200.0,10.2669491,123.8335173,Lagtang,Talisay
809,VERSAILLES PALACE ALABANG GLOBAL CITY,29000000.0,3.0,5.0,220.0,256.0,14.4234362,121.0223422,Almanza Dos,Las Pinas
810,5 bedroom Brand New Mckinley Hill Village house for sale Taguig,132000000.0,5.0,5.0,,188.0,14.5494253,121.0509721,Fort Bonifacio,Taguig
811,Ayala Westgrove Heights 4-Bedroom House For Sale,68000000.0,4.0,5.0,506.0,389.0,14.2158649,121.0316311,Puting Kahoy,Silang
812,"3 Bedroom Townhouse for Sale in AFPOVAI, Taguig",11000000.0,3.0,3.0,100.0,30.0,14.5095273,121.0380244,Western Bicutan,Taguig
813,"For sale 2 Bedroom Townhouse along the highway in San Pablo, Laguna",1800000.0,2.0,1.0,40.0,44.0,14.0462788,121.3424202,San Ignacio,San Pablo
814,5 bedroom Brand New Mckinley Hill Village house for sale Taguig,132000000.0,5.0,5.0,,188.0,14.5494253,121.0509721,Fort Bonifacio,Taguig
815,VERSAILLES PALACE ALABANG GLOBAL CITY,29000000.0,3.0,5.0,220.0,256.0,14.4234362,121.0223422,Almanza Dos,Las Pinas
816,"4-Bedroom House and Lot for Sale in Mining, Angeles City, Pampanga",12000000.0,4.0,3.0,186.0,120.0,15.1408485,120.6090377,Mining,Angeles
817,Rush Sale 3-Bedroom Townhouse near SM Southmall in Las Piñas City,7000000.0,3.0,3.0,112.0,89.0,14.4292773,121.0032155,Talon Singko,Las Pinas
818,"East Fairview House and Lot 3 Bedrooms, 3 Toilet and Bath, Quezon City For Sale",8350000.0,3.0,3.0,102.0,68.0,14.7055228,121.0742821,Fairview,Quezon City
819,Philamlife Village Las Pinas House and Lot for Sale,25000000.0,4.0,5.0,250.0,235.0,14.4234362,121.0223422,Almanza Dos,Las Pinas
820,"5-Bedroom House and Lot for Sale in Manila Southwoods, Carmona, Cavite",62000000.0,5.0,5.0,447.0,816.0,14.3175013,121.0512123,Cabilang Baybay,Carmona
821,House and Lot for Sale in Silang Cavite Near Nuvali,35400000.0,4.0,4.0,391.0,336.0,14.2510549,121.0527366,Inchican,Silang
822,"RFO House For Sale in Serra Homes Filinvest East Homes, Cainta",16800000.0,4.0,4.0,221.2,201.9,14.6092561,121.1106377,San Isidro,Cainta
823,For Sale : 3 Bedroom House & Lot at Scout Area in Quezon City,66060000.0,3.0,2.0,,367.0,14.6313914,121.0389159,Sacred Heart,Quezon City
824,"Great Deal Alabang Hills, Muntinlupa: House for Sale, Lot area 603 sqm",78000000.0,4.0,5.0,382.1,603.0,14.4378843,121.0503212,Cupang,Muntinlupa
825,"The NEST ROYALE 3-4 Storey 3-4 BR H&L, Maid's Rm, Cainta-Marikina",14582000.0,4.0,4.0,264.0,100.0,14.5817896,121.1189949,Santo Nino,Cainta
826,2-Storey Townhouse Unit with 6 Bedrooms for Sale in Quezon City (RFO),9930000.0,6.0,4.0,160.0,68.0,14.7055228,121.0742821,Fairview,Quezon City
827,"For Sale : 2 Storey House & Lot in Villamar 1st Street at Tambo, Parañaque City",96000000.0,,,700.0,800.0,14.5173079,120.9933811,Tambo,Paranaque
828,3BR House and Lot at Cerritos Trails Village for Sale,7800000.0,3.0,3.0,83.0,103.0,14.390641,120.9792922,Daang Hari Road,Bacoor
829,4-BR Prime Residential House in Sun Valley Estates & Golf Club Antipolo,16650000.0,4.0,5.0,172.0,264.0,14.64714471,121.1860795,Sun Valley Estates Brgy San Juan Antipolo City Bagong Nayon,Antipolo
830,"Single Attached House 3 Storey for Sale in West Fairview, Quezon City",9850000.0,6.0,5.0,170.4,74.5,14.70109366,121.0625051,Carnation,1118 Quezon City
831,"For Sale 3 Bedroom House and Lot in St. Ignatius Village, Quezon City",61440000.0,3.0,3.0,250.0,384.0,14.6130801,121.0729596,Saint Ignatius,Quezon City
832,"Abigail 4 Bedrooms House and Lot for sale in San Fernando, Pampanga",7350000.0,4.0,3.0,135.0,164.0,15.08059811,120.6416087,Sindalan,San Fernando
833,"For Sale Venare Nuvali Brand New House and Lot in Calamba, Laguna",30000000.0,4.0,4.0,310.0,243.0,14.2160319,121.1080378,Canlubang,Calamba
834,For Sale Spacious Contemporary Split Level Home in Ayala Alabang with Big Garden,222250000.0,4.0,4.0,700.0,910.0,14.4226096,121.0269407,Ayala Alabang,Muntinlupa
835,Ayala Alabang Village House & Lot,205000000.0,6.0,4.0,600.0,870.0,14.4226096,121.0269407,Ayala Alabang,Muntinlupa
836,3 Car Garage 4BR Townhouse For Sale in Tandang Sora Quezon City Mindanao Avenue,9850000.0,4.0,4.0,150.0,58.7,14.6818637,121.0322006,Tandang Sora,Quezon City
837,"2-storey house 5 Bedrooms, 3 T&B, FOR SALE: Bel-Air Village Phase 3, Makati City",400000000.0,5.0,3.0,654.0,698.0,14.5620342,121.0280944,Bel-Air,Makati
838,"For Sale: 2 Storey Valenzuela Townhouse near Tandang Sora, Valenzuela City",5696435.0,3.0,3.0,82.0,65.0,14.6951994,121.0112037,Ugong,Valenzuela
839,Silvana Heights Townhouse for Sale in Pandi Bulacan thru Pagibig financing,1227966.0,2.0,1.0,46.6,36.0,14.9036508,120.967827,Cacarong Matanda,Pandi
840,"The Alcove 3 Storey Townhouse For Sale in Santa Monica, Quezon City",10670517.0,3.0,3.0,143.0,66.0,14.7252015,121.043347,Santa Monica,Quezon City
841,3 Car Garage 4BR Townhouse For Sale in Tandang Sora Quezon City Mindanao Avenue,9850000.0,4.0,4.0,150.0,58.7,14.6818637,121.0322006,Tandang Sora,Quezon City
842,"Affordable 2 Bedroom Townhouse in Tanauan, Tanza, Cavite for Sale",1860000.0,2.0,1.0,40.0,60.5,14.2923273,120.8290803,Tanauan,Tanza
843,"For Sale Ayala Westgrove Heights 6-Bedroom House at Silang, Cavite",95000000.0,6.0,5.0,668.0,478.0,14.2158649,121.0316311,Puting Kahoy,Silang
844,"3 Bedroom - Corner Lot , w/ Mt. Malarayat View at Brookside Summit Point Lipa",5900000.0,4.0,3.0,88.4,240.0,13.9999149,121.1789201,Plaridel,Lipa
845,For Sale: 3 Storey Semi Furnished House in Parañaque,16000000.0,4.0,4.0,350.0,120.0,14.5008116,120.9915327,Paranaque,
846,"Alvendia By Rockwell Townhouse for Sale in Santa Lucia, San Juan City",40000000.0,3.0,3.0,272.0,,14.5978715,121.0351643,Santa Lucia,San Juan
847,RUSH! GREENWOODS PASIG - 4 Bedroom House and Lot with Balcony for Sale,9000000.0,4.0,2.0,300.0,120.0,14.5605166,121.0764343,Pasig,
848,Furnished House and Lot with Pool near Clark for Sale!,30000000.0,6.0,5.0,350.0,800.0,15.1560029,120.5708031,Amsic,Angeles
849,"4Bedroom RFO Townhouse For Sale in Teachers Village, Quezon City near Kamias",12900000.0,3.0,3.0,130.0,48.5,14.6361294,121.0335841,Diliman,Quezon City
850,"For Sale 186 sqm Lot with 3 BR in La Posada Village, Sucat, Muntinlupa City",28000000.0,3.0,2.0,219.0,186.0,14.4569804,121.0531587,Sucat,Muntinlupa
851,Silvana Heights Townhouse for Sale in Pandi Bulacan thru Pagibig financing,1227966.0,2.0,1.0,46.6,36.0,14.9036508,120.967827,Cacarong Matanda,Pandi
852,"The Alcove 3 Storey Townhouse For Sale in Santa Monica, Quezon City",10670517.0,3.0,3.0,143.0,66.0,14.7252015,121.043347,Santa Monica,Quezon City
853,"2-storey house 5 Bedrooms, 3 T&B, FOR SALE: Bel-Air Village Phase 3, Makati City",400000000.0,5.0,3.0,654.0,698.0,14.5620342,121.0280944,Bel-Air,Makati
854,"FOR SALE 3 Bedrooms, 2 Toilet and Bath",4337472.0,3.0,2.0,112.5,72.0,14.2938597,120.8298896,Brgy Tanauan Tanza Cavite Tanauan,Tanza
855,"For Sale: 2 Storey Valenzuela Townhouse near Tandang Sora, Valenzuela City",5696435.0,3.0,3.0,82.0,65.0,14.6951994,121.0112037,Ugong,Valenzuela
856,FS.   Brand new M  Residences by Victor Consunji in Capitol hills QC,36500000.0,4.0,3.0,212.0,126.0,14.67035355,121.0906154,Capitol Hills,Quezon City
857,"For Sale ! Modern House in White Plains, Quezon City, Metro Manila",165000000.0,6.0,6.0,800.0,433.0,14.6032747,121.0713026,White Plains,Quezon City
858,5 Bedroom House and Lot For Sale in MetroGate Tagaytay Estates,21251400.0,5.0,,180.0,352.0,14.1368264,120.986852,Francisco,Tagaytay
859,"Ayala Westgrove Heights Brand New Modern Zen House For Sale, Silang",68000000.0,4.0,4.0,508.0,380.0,14.2158649,121.0316311,Puting Kahoy,Silang
860,Townhouse For Sale Near Grace Christian College Quezon City,40700000.0,4.0,4.0,329.0,124.0,14.6505356,121.0017007,Balingasa,Quezon City
861,"For Sale: Antoinette Model House at Versailles in Almanza Dos, Las Piñas City",37858000.0,3.0,4.0,278.0,252.0,14.39624779,121.0113644,Daang Hari Road Almanza Dos,Las Pinas
862,"4 Bedroom House and Lot For Sale in Magallanes Village, Makati City",125000000.0,4.0,4.0,400.0,401.0,14.54197105,121.0193326,Magallanes,Makati
863,Molave Highlands Subdivision in Consolacion Cebu,17500000.0,3.0,2.0,250.0,202.0,10.39035301,123.968344,Molave Highland Subdivision Lamac,Consolacion
864,"Beverly Hills Subdivision For Sale 5 bedroom house and lot in Antipolo, Rizal",70000000.0,5.0,8.0,600.0,800.0,14.6188242,121.1403666,Mambugan,Antipolo
865,"3BR/3T&B House and Lot for sale in Panglao Island, Dauis, Bohol",13500000.0,3.0,3.0,200.0,1000.0,9.623345,123.8198313,Tabalong,Dauis
866,"House For Sale in Katarungan Village, Muntinlupa City, Metro Manila",20000000.0,3.0,2.0,300.0,300.0,14.3891448,121.0449804,Poblacion,Muntinlupa
